ï»¿facilityId,serviceLineLevel3,orderId,lineItemId,sku,masterMaterialId,batchId,deviationNumber,deviationDescription,deviationTypeName,deviationStatusName,deviationSeverityName,deviationOpenedDate,deviationClosedDate,deviationProjectedCloseDate,START_DATE,END_DATE,ACTIVE,CHANGE,DATE_SENT,ID,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
1013,Steriles         ,47319,10,362087,7000000083,0010621708,"403,840        ",znt854 er ORNRG VCXVVWVW ULI nZQLI z WVUVXGH                                                                              ,wVERZGRLM                        ,xOLHVW - wLMV               ,nRMLI                ,2022.09.23         ,2022.11.07         ,2022.10.23                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,46383,10,510474,5000000747,LM032M1801,"415,921        ",iV-EZORWZGRLM KILGLXLO IVU.v872cm96 MLG NVVGRMT IVJFRIVW ORNRGH pvb dliw:iVJFZORURXZGRLM uZROFIV                          ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2022.10.11         ,2023.03.22         ,2022.11.10                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,46383,10,510474,5000000747,LM032M1801,"35,326         ",kILXVHH sg VCXVVWVW                                                                                                       ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2020.12.21         ,2021.05.18         ,2021.01.20                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,31290,10,3000002374,7000000452,WKCY      ,"102,403        ",lMV YZGXS LU zGIRKOZ ZXXVHH (dpxe) SZW SRTS ugx ZHHZB ZMW GDL YZGXSVH (dpxd & dpxb) SZW SRTS ugx & gwu ZHHZB.             ,lFG LU hKVXRURXZGRLM (oZYLIZGLIB),xOLHVW - wLMV               ,?                    ,2016.04.08         ,2016.04.14         ,2016.05.08                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,31290,10,3000002374,7000000452,WKCY      ,"102,611        ",lMV YZGXS LU zGIRKOZ zXXVHH (dpxe) SZW SRTS ugx ZHHZB ZMW GDL YZGXSVH (dpxd & dpxb) SZW SRTS ugx & gwu ZHHZB.             ,kILWFXG                          ,xOLHVW - wLMV               ,nZQLI                ,2016.04.13         ,2017.06.17         ,2016.05.08                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,57514,10,4000006604,5000005366,CNZXT     ,"419,395        ",lFG LU HKVXRURXZGRLM ZHHZB IVHFOGH ULFMW ULI gwu/ike ZXGREVH RM xLNKOVIZ gZYOVGH YZGXS xmwan.                             ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nZQLI                ,2022.10.17         ,2022.11.30         ,2022.11.16                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,54300,10,3000005225,7000001461,CMSYF     ,"571,414        ",lFG LU HKVXRURXZGRLM IVHFOGH ULI kILKBO tZOOZGV YOVMW FMRULINRGB RM nLNVOLGRMRY xLNNLM yOVMW.                             ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nZQLI                ,2023.05.23         ,2023.06.14         ,2023.06.22                 ,"Feb 9, 2024 ","Dec 31, 9000",Y     ,I     ,"Feb 9, 2024, 4:32:39.074 PM  ",1 ,,,,
1031,Steriles         ,75597,10,28846,5000007398,AU8107B   ,"640,087        ",90/91/7976 o7 zf1892z 7u684-mez-8 zXGRLM @7799                                                                            ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nRMLI                ,2023.09.10         ,2023.10.10         ,2023.10.10                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031,Steriles         ,75597,10,28846,5000007398,AU8107B   ,"680,007        ",qZMHHVM yZGXS zf1892z - rMXLIIVXG wZGV LU nZMFUZXGFIV IVXLIWVW RM hzk                                                     ,wVERZGRLM                        ,xOLHVW - wLMV               ,nRMLI                ,2023.11.10         ,2023.11.29         ,2023.12.10                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031,Steriles         ,75597,10,28846,5000007398,AU8107B   ,"644,543        ",90/90/76 @9546 lKVIZGLI 760593 xSVHG zf1892z qmq zXGRLM gRVI 7                                                            ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nRMLI                ,2023.09.16         ,2023.10.18         ,2023.10.16                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,60280,10,4000000068,5000003126,CSCVM     ,"727,507        ",fMWVI RMEVHGRTZGRLM eRIVZW yFOP YZGXS (xhxet) DZH KZXPZTVW DRGSLFG XLMWRGRLMZOOB IVOVZHVW                                 ,wVERZGRLM                        ,rMEVHGRTZGRLM/ixz/xzkz kOZM ,nZQLI                ,2024.01.24         ,?                  ,2024.02.23                 ,"Jan 27, 2024","Dec 31, 9000",Y     ,U     ,"Jan 27, 2024, 11:56:47.466 AM",1 ,,,,
1003,OSD              ,60280,10,4000000068,5000003126,CSCVM     ,"723,487        ",hGVZN OVZP UILN GSV SVZGRMT XLRO LU zXXVOZ xLGZ (nut-8069) WFIRMT XLZGRMT LU YZGXS xhxet                                  ,wVERZGRLM                        ,rMEVHGRTZGRLM/ixz/xzkz kOZM ,nZQLI                ,2024.01.18         ,?                  ,2024.02.17                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,52435,10,3000000896,7000001024,CKXVH     ,"282,245        ","wFIRMT XLNKIVHHRLM LU xRMZXZOXVG 39 NT gZYOVGH (xpcet), HRMTOV HLIG IVQVXG EZOEV HGLKKVW DLIPRMT RM pLIHXS co799 KIVHH    ",wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2022.03.10         ,2022.04.29         ,2022.04.09                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,51371,10,360673,7000000162,T2314     ,"739,244        ",wRHXLEVIB LU XLMGZNRMZGVW ERZO LU nVWRZ uROO YZGXS 98895                                                                  ,wVERZGRLM                        ,rMEVHGRTZGRLM/ixz/xzkz kOZM ,xIRGRXZO             ,2024.02.09         ,?                  ,2024.03.10                 ,"Feb 13, 2024","Dec 31, 9000",Y     ,I     ,"Feb 13, 2024, 11:56:51.017 AM",1 ,,,,
1013,Steriles         ,51371,10,360673,7000000162,T2314     ,"702,120        ","llh rkx eZOFV ULI \""gVWFTOFGRWV XLMXVMGIZGRLM\"" LM gVWFTOFGRWV 4 NT/ERZO YZGXSVH g7685 ZMW g7684 HGVK 7x.                 ",llh/llg/v(f)n                    ,oZY rMEVHGRTZGRLM (kSZHV rr),?                    ,2023.12.13         ,?                  ,2024.02.29                 ,"Feb 7, 2024 ","Dec 31, 9000",Y     ,I     ,"Feb 7, 2024, 11:56:54.383 AM ",1 ,,,,
1013,Steriles         ,2020300806,40,361077,7000000258,XC0149    ,"25,752         ",rMGVIEVMGRLM MLG XLEVIVW YB nVWRZ uROO ZMW LFG LU BRVOW ZUGVI UROORMT ZXGRERGRVH                                          ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2020.11.24         ,2020.12.22         ,2020.12.24                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,52898,10,510398,5000000739,LM038M2001,"559,125        ","sLOWRMT GRNV VCXVVWRMT ozu XZIG OLZWRMT ZMW GIZMHUVI LU GIZBH RMGL OBL pvb dliw: sg KILXVHH, vJFRKNVMG NZOUFMXGRLM        ",wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2023.05.03         ,2023.07.14         ,2023.06.26                 ,"Feb 9, 2024 ","Dec 31, 9000",Y     ,I     ,"Feb 9, 2024, 4:32:39.074 PM  ",1 ,,,,
1003,OSD              ,45773,10,4000002214,5000002435,CFYBH     ,"137,093        ",llh GSRXPMVHH DZH LYHVIEVW WFIRMT XLNKIVHHRLM LU xRMRXZOXVG 39 NT YZGXS ayut                                              ,kILWFXG                          ,xOLHVW - wLMV               ,nZQLI                ,2017.10.27         ,2019.02.18         ,2017.11.26                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,48331,10,4000002217,5000002437,CGZVY     ,"70,842         ",zNTVM 5999997797," YZGXS xtcmg- xRMZXZOXVG sxO 39NT GZYOVGH, 69'H yIRGVHGLXP- wRHXSZITV GRNV llh                           ",wVERZGRLM                        ,xOLHVW - wLMV               ,Minor                ,2021.03.08         ,2021.03.26         ,2021.04.07                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1,,,
1013,Steriles         ,38906,10,361392,7000000110,2102G     ,"72,344         ",ERZOH' MVXPH WVUVXGREV pVB DLIW: NZGVIRZO WVUVXG                                                                          ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2021.03.10         ,2021.05.24         ,2021.04.09                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031,Steriles         ,68200,20,26633,5000000932,AP3545C   ,"37,444         ",87/82/7979 7u654-k5-9.4?/4.9? @8696 @8556 @8456 @8296 tROVZW zk6454z zXGRLM gRVI 7 gIVMW                                  ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nRMLI                ,2020.12.30         ,2021.01.19         ,2021.01.29                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031,Steriles         ,68200,20,26633,5000000932,AP3545C   ,"37,445         ",87/82/7979 7u654-k6-4.9? @9177 tROVZW zk6454z zXGRLM gRVI 8                                                               ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nRMLI                ,2020.12.30         ,2021.01.12         ,2021.01.29                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,42470,10,370556,7000000172,LM032M0801,"35,326         ",kILXVHH sg VCXVVWVW                                                                                                       ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2020.12.21         ,2021.05.18         ,2021.01.20                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,35282,60,362986,7000000178,TT476A    ,"66,608         ",nRXILYRLOLTRXZO VMERILMNVMGZO NLMRGLIRMT VCXFIHRLM hGVIROV zIVZ 4 - KVIHLMMVO ZMW HFIUZXV                                 ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2021.03.01         ,2021.06.01         ,2021.03.31                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,61245,10,4000006269,5000005693,CPHKS     ,"571,414        ",lFG LU HKVXRURXZGRLM IVHFOGH ULI kILKBO tZOOZGV YOVMW FMRULINRGB RM nLNVOLGRMRY xLNNLM yOVMW.                             ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nZQLI                ,2023.05.23         ,2023.06.14         ,2023.06.22                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,54271,10,3000005215,7000001468,CMTPV     ,"364,175        ","gZYOVGH IVQVXGVW UILN NVGZO WVGVXGLI WFIRMT XLNKIVHHRLM LU GSV hLGLIZHRY 679 NT YZGXSVH (xngkh, xngke)                    ",wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2022.07.21         ,2022.11.29         ,2022.08.20                 ,"Feb 9, 2024 ","Dec 31, 9000",Y     ,I     ,"Feb 9, 2024, 4:32:39.074 PM  ",1 ,,,,
1031,Steriles         ,69677,20,24006,5000000945,AQ5071C   ,"149,213        ",92/76/7978 7u890-mez-7-9.4/4.9 zNTVM zj4928z zXGRLM gRVI 8                                                                ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nRMLI                ,2021.07.28         ,2021.08.26         ,2021.08.27                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031,Steriles         ,69677,20,24006,5000000945,AQ5071C   ,"146,549        ",kIV-UROGIZGRLM KILWFXG OVZP  ULFMW ZG UROGVI YZHV/XOZNK ZIVZ DSROV UROORMT xZIUROALNRY YZGXS zj4928z - oRMV 6 - hGVIROVH  ,wVERZGRLM                        ,xOLHVW - wLMV               ,nRMLI                ,2021.07.23         ,2021.08.21         ,2021.08.22                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031,Steriles         ,69677,20,24006,5000000945,AQ5071C   ,"159,083        ","hGVIROVH, oRMV 6 - rNKZXGVW KILWFXG DZH MLG IVQVXGVW - xZIUROALNRY zj4928z                                                ",wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2021.08.16         ,2021.10.28         ,2021.09.15                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,59912,10,4000006267,5000005695,CNWFD     ,"457,927        ",yIZXPVG HGZMWZIW NRHHRMT ZG VMW LU HVJFVMXV ULI 6 nny WRHHLOFGRLM YZGXSVH                                                 ,wVERZGRLM                        ,xOLHVW - wLMV               ,nRMLI                ,2022.12.12         ,2023.02.09         ,2023.01.11                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,59912,10,4000006267,5000005695,CNWFD     ,"571,414        ",lFG LU HKVXRURXZGRLM IVHFOGH ULI kILKBO tZOOZGV YOVMW FMRULINRGB RM nLNVOLGRMRY xLNNLM yOVMW.                             ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nZQLI                ,2023.05.23         ,2023.06.14         ,2023.06.22                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,54297,10,3000005212,7000001459,CMSXY     ,"571,414        ",lFG LU HKVXRURXZGRLM IVHFOGH ULI kILKBO tZOOZGV YOVMW FMRULINRGB RM nLNVOLGRMRY xLNNLM yOVMW.                             ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nZQLI                ,2023.05.23         ,2023.06.14         ,2023.06.22                 ,"Feb 9, 2024 ","Dec 31, 9000",Y     ,I     ,"Feb 9, 2024, 4:32:39.074 PM  ",1 ,,,,
1005,OSD              ,43577,10,4000001313,5000001058,CDXFK     ,"187,211        ","wVERZGV kVKXRW 79 NT NZMFUZXGFIRMT YZGXS IVXLIWH, rGVN #6999996610 ZMW 5999998686 GL NZMFZOOB ZWW ZMW FHV pLIHXS co 199   ",kOZMMVW                          ,xOLHVW - wLMV               ,nRMLI                ,2020.02.03         ,2020.11.24         ,2020.03.04                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,58800,10,4000006107,5000005546,CPNTB     ,"550,233        ",lFG LU HKVXRURXZGRLM ZHHZB IVHFOGH ULI znt-489 879 NT gZYOVGH YZGXS IVOVZHV.                                              ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nZQLI                ,2023.04.19         ,2023.06.07         ,2023.05.19                 ,"Feb 9, 2024 ","Dec 31, 9000",Y     ,I     ,"Feb 9, 2024, 4:32:39.074 PM  ",1 ,,,,
1003,OSD              ,52172,10,4000003076,5000001022,CKVYX     ,"112,480        ",rXOFHRT YOVMW YZGXS 6999997903 xstgd WRW MLG NVVG ihw (>4.9%) HKVXRURXZGRLM ULI yOVMW fMRULINRGB.                         ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nRMLI                ,2021.05.20         ,2021.07.23         ,2021.06.19                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1011,Steriles         ,2020300810,90,416198,5000000540,ADP0801A  ,"195,984        ",llh wVMHRGB WVGVINRMZGRLM ULI rhlefv yfop 629 YZGXS 79kqfm976 rkx hGVK 7/x - 6/x                                          ,lFG LU hKVXRURXZGRLM (oZYLIZGLIB),xOLHVW - wLMV               ,?                    ,2020.07.03         ,2020.07.16         ,2020.08.02                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,49263,10,4000000135,5000003024,CGNWY     ,"45,506         ",z tVMELBZ GZYOVG ULFMW DSROV IVXOZRNRMT IVQVXGVW YLGGOV ZG lxh xSVXPDVRTSVI KLHG HGZIG-FK ULI gIFEZWZ (5999999864/xtmdb)  ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2021.01.21         ,2021.02.18         ,2021.02.19                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,48917,10,3000000059,7000000427,CHGSM     ,"126,500        ","xLMEVIGVW sZIWMVHH gVHGVI FHVW RM gIZXOVVI YZGXSVH xsthm, xsthn, xsthk                                                    ",wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2021.06.16         ,2021.06.29         ,2021.07.16                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,30399,10,360893,7000000256,RM017     ,"168,787        ","llh ZHHZB IVHFOGH LM ZHHZB/KFIRGB GVHG ULI vKLKILHGVMLO 9,4 NT/ERZO qk eZORWZGRLM yZGXSVH in982 ZMW in981 (HZNKOVH uk)    ",lFG LU hKVXRURXZGRLM (oZYLIZGLIB),xOLHVW - wLMV               ,?                    ,2019.03.19         ,2019.05.15         ,2019.04.18                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,47823,10,3000004365,7000000425,CGVWF     ,"61,403         ",hBNGFAZ YZGXS xtedu DZH llg ULI wie (896.2%) & ugx (895.7%) & YZGXS xteds DZH llh ULI wie (888.9%) & ugx (888.3%).        ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nRMLI                ,2021.02.19         ,2021.03.09         ,2021.03.21                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,47159,10,3000003761,7000000873,CGBZZ     ,"77,426         ",wRHHLOFGRLM GVHGRMT DZH NRHHVW ULI g=6 NLMGSH ysgh ULI 54 NT kLMZGRMRY gZYOVGH.                                           ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2021.03.18         ,2021.05.17         ,2021.04.17                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,41698,10,510314,5000000766,MM218M0101,"167,954        ",nRXILYRLOLTRXZO VMERILMNVMGZO NLMRGLIRMT VCXFIHRLM hGVIROV zIVZ 8 - hFIUZXV                                               ,vMERILMNVMGZO                    ,xOLHVW - wLMV               ,nRMLI                ,2019.03.07         ,2019.04.15         ,2019.04.06                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,2021300406,10,360477,7000000085,0010549469,"117,959        ",kILXVHH sg VCXVVWVW                                                                                                       ,wVERZGRLM                        ,xOLHVW - wLMV               ,nRMLI                ,2021.05.31         ,2021.06.30         ,2021.06.30                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,2021300406,10,360477,7000000085,0010549469,"124,103        ",er oRNRGH vCXVVWVW                                                                                                        ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2021.06.11         ,2021.07.10         ,2021.07.11                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,52892,10,510348,5000000048,MM337M0201,"534,320        ",mRGILTVM UOFHSRMT WVZXGREZGVW WFIRMT UROORMT ZXGRERGRVH pVB dLIW: eZORWZGVW                                               ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2023.03.29         ,2023.07.10         ,2023.06.26                 ,"Feb 2, 2024 ","Dec 31, 9000",Y     ,I     ,"Feb 2, 2024, 11:56:52.266 AM ",1 ,,,,
1013,Steriles         ,52892,10,510348,5000000048,MM337M0201,"542,171        ",nRXILYRLOLTRXZO VMERILMNVMGZO NLMRGLIRMT VCXFIHRLM hGVIROV zIVZ 8 -  KVIHLMMVO                                            ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2023.04.07         ,2023.07.12         ,2023.05.07                 ,"Feb 2, 2024 ","Dec 31, 9000",Y     ,I     ,"Feb 2, 2024, 11:56:52.266 AM ",1 ,,,,
1003,OSD              ,53934,10,4000002163,5000003360,CMPGV     ,"355,975        ",xLNKIVHH YVULIV WZGV (xyw) VCXVVWVW ULI aBGRTZ YZGXS xnktg                                                                ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2022.07.08         ,2022.08.09         ,2022.08.07                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,57591,10,4000006269,5000005693,CNWDY     ,"571,414        ",lFG LU HKVXRURXZGRLM IVHFOGH ULI kILKBO tZOOZGV YOVMW FMRULINRGB RM nLNVOLGRMRY xLNNLM yOVMW.                             ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nZQLI                ,2023.05.23         ,2023.06.14         ,2023.06.22                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,51265,10,4000005725,5000001072,CKKPP     ,"185,339        ",fskox-668 HGLKKVW WFV GL OVZPZTV WFIRMT GSV HZNKOV HVJFVMXV hhrw=758540                                                   ,wVERZGRLM                        ,xOLHVW - wLMV               ,nRMLI                ,2021.10.01         ,2021.10.06         ,2021.10.31                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,40397,10,362930,7000000279,10050     ,"257,289        ",er oRNRGH vCXVVWVW                                                                                                        ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2022.01.31         ,2022.04.06         ,2022.03.02                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,52469,10,362144,7000000099,0010648631,"672,425        ",nRXILYRLOLTRXZO VMERILMNVMGZO NLMRGLIRMT VCXFIHRLM hGVIROV zIVZ 5 - kVIHLMMVO pd: zwevihv givmw                           ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2023.10.30         ,2023.11.28         ,2023.11.29                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,60674,10,4000001772,5000001626,CSGSZ     ,"703,441        ","oLD ZXXVKGZYOV BRVOW LYHVIEVW ULI xLNKOVIZ zXXVHH xLZGVW gZYOVGH, yZGXSVH: xhtgt, xhtgp ZMW xhtgs ZUGVI XLNKIVHHRLM       ",wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2023.12.14         ,2024.01.24         ,2024.01.13                 ,"Jan 25, 2024","Dec 31, 9000",Y     ,U     ,"Jan 25, 2024, 11:56:45.445 AM",1 ,,,,
1003,OSD              ,57549,10,4000002165,5000001098,CPBCM     ,"525,696        ",xSVXP HGZMWZIW IVXLEVIB UZROVW WFIRMT wRHHLOFGRLM GVHG LM zYRIZGVILMV zXVGZGV 749NT GZYOVGH                               ,wVERZGRLM                        ,xOLHVW - wLMV               ,nRMLI                ,2023.03.17         ,2023.03.17         ,2023.04.16                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,57549,10,4000002165,5000001098,CPBCM     ,"403,452        ","xSRKKVW GZYOVGH ULFMW WFIRMT XLNKIVHHRLM LU zYRIZGVILMV zXVGZGV gZYOVGH 749 NT (aBGRTZ), YZGXS xnbne LM pLIHXS co599      ",wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2022.09.23         ,2022.11.22         ,2022.10.22                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1011,Steriles         ,2020300825,10,415031,5000000270,LP0709A   ,"32,666         ",oZHVIQVG ki428 NZOUFMXGRLM WFIRMT NZMFUZXGFIRMT LU GSV YZGXSVH ok9290 6?ZMW5? HGVIRORAZGRLM ZMW xk9440 8? HGVIRORAZGRLM   ,wVERZGRLM                        ,xOLHVW - wLMV               ,nRMLI                ,2020.12.15         ,2021.01.14         ,2021.01.14                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,56856,10,4000006610,5000005382,CNSTV     ,"502,785        ",rMXLIIVXG KLDVI IZMTV HVGGRMT (59-56%) FHVW ULI RMWFXGRLM HVZOVI (nut-7479) DSVM KZXPZTRMT NFOGRKOV YZGXSVH LM ORMV 0y    ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2023.02.15         ,2023.03.04         ,2023.03.17                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,35030,10,361915,7000000178,AVZVA148/B,"195,331        ",dILMT IVXLIWRMT LU HGVIRORAVW NZGVIRZO LM HGVIRORAZGRLM XSVXP ORHG                                                        ,nZGVIRZO                         ,xOLHVW - wLMV               ,nZQLI                ,2020.06.19         ,2020.11.16         ,2020.07.19                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031,Steriles         ,72532,20,26656,5000000932,AS0150C   ,"354,154        ",iVNWVHRERI zh9849z RM eo7 oLHH LU xLMWVMHVI xLLORMT ZMW oLHH LU kIVHHFIV xLMGILO LM 2-4-77 ZMW XLMGRMFVW LM 2-3-77        ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2022.07.06         ,2022.10.20         ,2022.08.05                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
