ï»¿facilityId,serviceLineLevel3,orderId,lineItemId,sku,masterMaterialId,batchId,deviationNumber,deviationDescription,deviationTypeName,deviationStatusName,deviationSeverityName,deviationOpenedDate,deviationClosedDate,deviationProjectedCloseDate,START_DATE,END_DATE,ACTIVE,CHANGE,DATE_SENT,ID,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
1013,Steriles         ,2022300642,20,361366,7000000151,0010641878,"407,347        ",lFG LU bRVOW ORNRGH pvb dliw lFG LU bRVOW ORNRGH                                                                          ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2022.09.28         ,2022.11.09         ,2022.10.28                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,31287,10,3000002374,7000000452,WKCV      ,"102,611        ",lMV YZGXS LU zGIRKOZ zXXVHH (dpxe) SZW SRTS ugx ZHHZB ZMW GDL YZGXSVH (dpxd & dpxb) SZW SRTS ugx & gwu ZHHZB.             ,kILWFXG                          ,xOLHVW - wLMV               ,nZQLI                ,2016.04.13         ,2017.06.17         ,2016.05.08                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,31287,10,3000002374,7000000452,WKCV      ,"102,403        ",lMV YZGXS LU zGIRKOZ ZXXVHH (dpxe) SZW SRTS ugx ZHHZB ZMW GDL YZGXSVH (dpxd & dpxb) SZW SRTS ugx & gwu ZHHZB.             ,lFG LU hKVXRURXZGRLM (oZYLIZGLIB),xOLHVW - wLMV               ,?                    ,2016.04.08         ,2016.04.14         ,2016.05.08                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,31287,10,3000002374,7000000452,WKCV      ,"102,193        ",kZM8 zjo UZROFIV WFV GL ILFTS XLZGRMT (YORHGVIRMT) HFIUZXV ULI zGIRKOZ YZGXS dpxd                                         ,kILWFXG                          ,xOLHVW - wLMV               ,nZQLI                ,2016.04.06         ,2017.10.02         ,2016.05.05                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,51583,10,4000003919,5000001754,CFVXP     ,"3,485          ",hBHGVN hGLKKVW                                                                                                            ,wVERZGRLM                        ,xOLHVW - wLMV               ,nRMLI                ,2020.04.14         ,2020.04.16         ,2020.05.14                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031,Steriles         ,73157,20,26656,5000000932,AT7123C   ,"542,654        ","hGVIROVH, oRMV 8 - rMXLIIVXG udl KZTVH FHVW ULI GIZBOLZWRMT iVNWVHRERI zg2876z                                            ",wVERZGRLM                        ,xOLHVW - wLMV               ,nRMLI                ,2023.04.07         ,2023.04.28         ,2023.05.07                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,62434,10,4000003358,5000001640,CSZKC     ,"437,759        ","nZXILKZXGLI (nut7375) OLHG WZGZ WFIRMT snrH ZFGLNZGRX GRNV XSZMTV ULI WZBORTSG HZERMTH GRNV, wVHXLEB 89 NT, xmnes, nRC z  ",wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2022.11.11         ,2022.12.07         ,2022.12.11                 ,"Feb 9, 2024 ","Dec 31, 9000",Y     ,I     ,"Feb 9, 2024, 11:56:48.042 PM ",1 ,,,,
1031,Steriles         ,71502,10,24426,5000000931,AR8576B   ,"318,014        ",95/69/7977 757101 oVUG uRMTVIKIRMGH ZG 9045 zNTVM zi1423 zXGRLM gRVI 7                                                    ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nRMLI                ,2022.05.09         ,2022.06.02         ,2022.06.08                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031,Steriles         ,71502,10,24426,5000000931,AR8576B   ,"318,252        ",95/69/7977 757101 oVUG uRMTVIKIRMGH ZG 8959 zNTVM zi1423 zXGRLM gRVI 7                                                    ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nRMLI                ,2022.05.09         ,2022.06.02         ,2022.06.08                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031,Steriles         ,71502,10,24426,5000000931,AR8576B   ,"318,021        ",95/69/7977 757101 iRTSG uRMTVIKIRMGH ZG 8959 zNTVM zi1423 zXGRLM gRVI 7                                                   ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nRMLI                ,2022.05.09         ,2022.06.02         ,2022.06.08                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031,Steriles         ,71502,10,24426,5000000931,AR8576B   ,"332,820        ","wFIRMT vkl zi1423 WRHKVMHRMT, GSV KILXVHHLIH DVIVM'G DVZIRMT HGVIROV NZHPH.                                               ",wVERZGRLM                        ,xOLHVW - wLMV               ,nRMLI                ,2022.06.01         ,2022.07.06         ,2022.07.01                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1005,OSD              ,60482,10,3000004486,7000000413,CPTPX     ,"618,004        ",wRUUVIVMGRZO KZM KIVHHFIV KLHRGREV WFIRMT GSV XLZGRMT KILXVHH LU lGVAOZ 79NT YZGXS xkghu                                  ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2023.08.02         ,2023.09.01         ,2023.09.01                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,55427,10,4000005572,5000001819,CNDYP     ,"426,674        ",lFG LU HKVXRURXZGRLM DZGVI XLMGVMG IVHFOGH ULFMW ULI zt-778 (rwsruz) gZYOVGH.                                             ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nZQLI                ,2022.10.27         ,2022.12.02         ,2022.11.26                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,34886,10,360147,7000000138,20B031    ,"200,555        ",ERZO 'SZW ML EZXFFN RM RG' (KZXPZTRMT)                                                                                    ,kILWFXG                          ,xOLHVW - wLMV               ,nZQLI                ,2020.10.09         ,2020.11.13         ,2020.11.08                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,46688,10,361915,7000000178,AVZVA371C ,"447,721        ",lFG LU ORNRG ULI KVIXVMGFZO WRUUVIVMXV YVGDVVM eRHFZO rMHKVXGVW ERZO WVOREVIVW GL DZIVSLFHV ZMW RGH GSVLIVGRXZO JFZMGRGB  ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2022.11.28         ,2023.01.24         ,2022.12.28                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,56309,10,4000003206,5000001039,CNPBD     ,"464,379        ",hBHGVN HFRGZYRORGB UZROFIV ULI GDL lWVUHVB WVTIZWZGRLM KILWFXG YZGXSVH                                                    ,wVERZGRLM                        ,xOLHVW - wLMV               ,nRMLI                ,2022.12.20         ,2022.12.23         ,2023.01.19                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,53487,10,4000004979,5000001612,CMHXG     ,"346,713        ",rMXLIIVXG ZEVIZTV DVRTSG LU XZKHFOVH FHVW ULI KZXPZTRMT LU xRMZXZOXVG kVWRZGIRX 4 NT xZKHFOVH YZGXS xnsct                 ,wVERZGRLM                        ,xOLHVW - wLMV               ,nRMLI                ,2022.06.24         ,2022.07.14         ,2022.07.24                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,49370,30,370557,7000000173,MM327M0301,"322,223        ",dILMT KIV ZVIZGRLM KIVHHFIV pvb dliw:nRHHVW hGVK                                                                          ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2022.05.16         ,2022.07.15         ,2022.06.15                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,49370,30,370557,7000000173,MM327M0301,"563,091        ",yRLRMWRXZGLI DRGS KLHRGREV IVHFOG (TILDGS) zgx 984 - hg7 pVB dLIW eZORWZGRLM                                              ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2023.05.10         ,2023.09.18         ,2023.06.09                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031,Steriles         ,71042,10,26656,5000000932,AR2037B   ,"235,870        ",87/77/7978 7u654-k5-4.9 @7758 tROVZW zi7962z zXGRLM gRVI 7                                                                ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nRMLI                ,2021.12.24         ,2022.02.21         ,2022.01.23                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031,Steriles         ,71042,10,26656,5000000932,AR2037B   ,"247,766        ","iVOVZHV iVNWVHRERI (th-4265) ULI rMQVXGRLM, 899NT / rWVMGRURXZGRLM fe hKVXGIFN iVHFOGH llh KVI teo 5062                   ",llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nRMLI                ,2022.01.17         ,2022.02.05         ,2022.02.16                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,43122,10,3000002834,7000000383,CDPYD     ,"185,893        ",hBNGFAZ YFOP YZGXS 6999997165 xwkbw SZW ZGBKRXZO OLD xf IVHFOGH ULI ZOO ZXGREVH RM 7 GZYOVGH.                             ,fMVCKVXGVW / zGBKRXZO iVHFOG     ,xOLHVW - wLMV               ,?                    ,2020.01.13         ,2020.01.31         ,2020.02.12                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,34294,10,361405,7000000139,19M016    ,"187,377        ",ozu GILOOVB ZMLNZOB                                                                                                       ,vJFRKNVMG/uZXRORGB               ,xOLHVW - wLMV               ,nZQLI                ,2020.02.05         ,2020.02.28         ,2020.03.06                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,34294,10,361405,7000000139,19M016    ,"196,771        ",oLv pvb dliw: oLv                                                                                                         ,kILWFXG                          ,xOLHVW - wLMV               ,nRMLI                ,2020.07.18         ,2020.08.21         ,2020.08.17                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,2020300310,10,360478,7000000084,0010503238,"200,219        ",llh IVHFOGH LM 6n YRLYFIWVM ZMZOBHVH LU znt468                                                                            ,kILWFXG                          ,xOLHVW - wLMV               ,nZQLI                ,2020.09.29         ,2021.02.26         ,2020.10.16                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,39706,10,362386,7000000364,AA03J012A ,"141,090        ",nRCRMT HKVVW LFG LU ORNRGH                                                                                                ,wVERZGRLM                        ,xOLHVW - wLMV               ,nRMLI                ,2021.07.13         ,2021.08.18         ,2021.08.12                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,56544,10,4000005042,5000001017,CNSVH     ,"502,785        ",rMXLIIVXG KLDVI IZMTV HVGGRMT (59-56%) FHVW ULI RMWFXGRLM HVZOVI (nut-7479) DSVM KZXPZTRMT NFOGRKOV YZGXSVH LM ORMV 0y    ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2023.02.15         ,2023.03.04         ,2023.03.17                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,59694,10,4000006267,5000005695,CPXPF     ,"457,927        ",yIZXPVG HGZMWZIW NRHHRMT ZG VMW LU HVJFVMXV ULI 6 nny WRHHLOFGRLM YZGXSVH                                                 ,wVERZGRLM                        ,xOLHVW - wLMV               ,nRMLI                ,2022.12.12         ,2023.02.09         ,2023.01.11                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,59694,10,4000006267,5000005695,CPXPF     ,"571,414        ",lFG LU HKVXRURXZGRLM IVHFOGH ULI kILKBO tZOOZGV YOVMW FMRULINRGB RM nLNVOLGRMRY xLNNLM yOVMW.                             ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nZQLI                ,2023.05.23         ,2023.06.14         ,2023.06.22                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1011,Steriles         ,2020301004,80,415947,5000000418,CP1701B   ,"64,835         ",zjo UZROFIV WFV GL GSV WVGVXGRLM LU VCGIZMVLFH KZIGRXOV RM LMV ERZO YVOLMTRMT GL YZGXS xk8298                             ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2021.02.26         ,2021.03.26         ,2021.03.28                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,50598,10,362144,7000000099,0010632364,"585,367        ",nRXILYRLOLTRXZO VMERILMNVMGZO NLMRGLIRMT VCXFIHRLM hGVIROV zIVZ 5 - ZRI - zwevihv givmw                                   ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2023.06.14         ,2023.07.14         ,2023.07.14                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1011,Steriles         ,2023300101,650,416018,5000000396,MP3352C   ,"532,924        ",(wr) nRHHRMT WZGZ WFIRMT GSV KIVKZIZGRLM HLOFGRLM LU GSV YZGXS n76yfop977                                                 ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2023.03.28         ,2023.04.27         ,2023.04.27                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031,Steriles         ,68872,10,13775,5000000026,AQ1153B   ,"107,125        ",vCKRIVW MVVWOV FHVW LM oRMV 6 UROOVI hGVIROVH                                                                             ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2021.05.10         ,2021.06.23         ,2021.06.09                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031,Steriles         ,68872,10,13775,5000000026,AQ1153B   ,"103,045        ","dSRGV kZIGRXFOZGV lYHVIEVW RM znt 583 yFOP wIFT hLOFGRLM, hGVIROVH                                                        ",wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2021.05.01         ,2021.06.29         ,2021.05.31                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031,Steriles         ,68872,10,13775,5000000026,AQ1153B   ,"107,019        ",4/7/78 7u890-mez-6-4.9 zXGRLM gRVI 8 zj8846z zNTVM                                                                        ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nRMLI                ,2021.05.10         ,2021.06.10         ,2021.06.09                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031,Steriles         ,68872,10,13775,5000000026,AQ1153B   ,"107,015        ",4/6/78 7u890-mez-7-4.9 zXGRLM gRVI 8 zj8846z zNTVM                                                                        ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nRMLI                ,2021.05.10         ,2021.06.10         ,2021.06.09                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1011,Steriles         ,2023300102,130,416211,5000000513,BP0058A   ,"122,058        ",llh IVHFOG ULI rLKZNRWLO ZHHZB YZGXS yk8946                                                                               ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nRMLI                ,2021.06.08         ,2021.06.18         ,2021.07.08                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,39877,10,361767,7000000086,0010538734,"175,691        ",nRXILYRLOLTRXZO VMERILNVMGZO NLMRGLIRMT VCXFIHRLM hGVIROV zIVZ 5 - KVIHLMMVO                                              ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nZQLI                ,2021.09.16         ,2021.10.13         ,2021.10.16                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1005,OSD              ,59624,10,3000004486,7000000413,CPXFV     ,"649,886        ","lGVAOZ 69 NT uxg yFOP kPT, yZGXS xkcue:  xLMGVMG fMRULINRGB IVHFOGH WRW MLG NVVG HKVXRURXZGRLM.                           ",llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nRMLI                ,2023.09.25         ,2023.10.23         ,2023.10.25                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,48529,10,510353,5000000744,LM036M0601,"563,091        ",yRLRMWRXZGLI DRGS KLHRGREV IVHFOG (TILDGS) zgx 984 - hg7 pVB dLIW eZORWZGRLM                                              ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2023.05.10         ,2023.09.18         ,2023.06.09                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,48560,10,360147,7000000138,23A032    ,"520,249        ",nRXILYRLOLTRXZO VMERILMNVMGZO NLMRGLIRMT VCXFIHRLM hGVIROV zIVZ 7 kVIHLMMVO                                               ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nZQLI                ,2023.03.10         ,2023.05.26         ,2023.04.09                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,48560,10,360147,7000000138,23A032    ,"563,091        ",yRLRMWRXZGLI DRGS KLHRGREV IVHFOG (TILDGS) zgx 984 - hg7 pVB dLIW eZORWZGRLM                                              ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2023.05.10         ,2023.09.18         ,2023.06.09                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,48560,10,360147,7000000138,23A032    ,"520,159        ",lFG LU BRVOW ZG GSV VMW LU XIRNKRMT HGVK LU iVNRXZWV YZGXS 76z967 pVB DLIW: lFG LU bRVOW oRNRGH                           ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2023.03.10         ,2023.05.26         ,2023.04.09                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1011,Steriles         ,37476,10,361276,7000000125,475167    ,"45,330         ",sg4 LM nom9997 KIFWFXGRLM VCXVVWVW                                                                                        ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2021.01.20         ,2021.02.24         ,2021.02.19                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,44668,10,510359,5000000738,LM034M1401,"69,751         ",lFG LU KZIGRXOV ZOZINH MLG WVGVXGVW                                                                                       ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2021.03.05         ,2021.10.08         ,2021.04.04                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,44668,10,510359,5000000738,LM034M1401,"378,992        ",nLWRURXZGRLM LU GSV XZIWYLZIW FHVW ULI GSV KILWFXGRLM LU eVOVGIR YLCVH DRGSLFG XSZMTV NZMZTVNVMG pd: nZGVIRZO WVUVXG      ,wVERZGRLM                        ,xOLHVW - wLMV               ,nRMLI                ,2022.08.12         ,2022.12.05         ,2022.09.11                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,44668,10,510359,5000000738,LM034M1401,"81,693         ",rMXLIIVXG ZWWRGRLM LU zkr  ULI RMXLIIVXG OZYVO'H XLNKROZGRLM. pVB DLIW: WLXFNVMGZGRLM VIILI.                              ,wVERZGRLM                        ,xOLHVW - wLMV               ,nRMLI                ,2021.03.26         ,2021.04.29         ,2021.04.25                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,50849,20,363162,7000001472,00002     ,"391,543        ",nRHHRMT HZNKOV NRXILYRLOLTRXZO VMERILMNVGZO NLMRGLIRMT hGVIROV zIVZ 3                                                     ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2022.09.01         ,2022.12.12         ,2022.10.01                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,50849,20,363162,7000001472,00002     ,"419,639        ",dILMT VCKRIB WZGV LM YLCVH OZYVO                                                                                          ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2022.10.17         ,2023.01.18         ,2022.11.16                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,50849,20,363162,7000001472,00002     ,"390,002        ",vCXVVWRMT LU gLI                                                                                                          ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2022.08.30         ,2023.01.24         ,2022.09.29                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1013,Steriles         ,50849,20,363162,7000001472,00002     ,"720,750        ","rMXLIIVXG UROO ELOFNV LU nVWRZ uROO YZGXS 99068, XLW. 636732                                                              ",wVERZGRLM                        ,rMEVHGRTZGRLM/ixz/xzkz kOZM ,nZQLI                ,2024.01.15         ,?                  ,2024.02.14                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031,Steriles         ,73684,10,28845,5000000791,AT2740B   ,"663,587        ","qZMHHVM yZGXSVH zg2893z, zg7259z, zf4800z ZMW zh3403z - uROORMT yFOP kVIXVMG zXXLFMGZYRORGB LFG LU ZXXVKGZYOV IZMTV       ",wVERZGRLM                        ,rMEVHGRTZGRLM/ixz/xzkz kOZM ,nZQLI                ,2023.10.16         ,?                  ,2023.11.15                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,43918,10,4000003658,5000001558,CFCZB     ,"177,331        ",kOZMMVW wi GL ZOOLD XLNKIVHHRLM ULI xZYLAZMGRMRY 59 NT ZMW 39 NT YZGXSVH (xwwyt ZMW xwpkc) LM fMRKIVHH 72 gZYOVG kIVHH    ,kOZMMVW                          ,xOLHVW - wLMV               ,nZQLI                ,2019.08.23         ,2019.09.05         ,2019.09.22                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,53543,10,4000003206,5000001039,CFCKN     ,"3,364          ",hBHGVN hFRGZYRORGB uZROVW                                                                                                 ,wVERZGRLM                        ,xOLHVW - wLMV               ,nRMLI                ,2020.04.06         ,2020.04.08         ,2020.05.06                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1003,OSD              ,53543,10,4000003206,5000001039,CFCKN     ,"4,304          ",wRHXIVKZMXB LU ike zkr OLGH YVGDVVM hzk ZMW YZGXS IVXLIW WRHKVMHRMT IVKLIG ULI xutgb                                      ,wVERZGRLM                        ,xOLHVW - wLMV               ,nZQLI                ,2020.05.07         ,2020.06.15         ,2020.06.06                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031,Steriles         ,72957,20,26656,5000000932,AS9243C   ,"417,775        ",89/86/7977 @9950 7u654-k6-9.4/4.9 tROVZW zh0756z zXGRLM gRVI 8                                                            ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nRMLI                ,2022.10.13         ,2022.11.03         ,2022.11.12                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031,Steriles         ,72957,20,26656,5000000932,AS9243C   ,"423,757        ",89/86/7977 @9579 787321 ? iRTSG uRMTVIKIRMGH tROVZW zh0756z zXGRLM gRVI 7                                                 ,llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nRMLI                ,2022.10.24         ,2022.11.03         ,2022.11.23                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031,Steriles         ,69543,10,26634,5000000810,AP6822B   ,"74,793         ","iVOVZHV lFG LU hKVXRURXZGRLM xlmgvmg fmrulinrgb iVHFOGH iVNWVHRERI (th-4265) ULI rMQVXGRLM 899 NT, oZY hGVIROVH xSVN      ",llh/llg/v(f)n                    ,xOLHVW - wLMV               ,nZQLI                ,2021.03.15         ,2021.03.31         ,2021.04.14                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031,Steriles         ,71151,10,26656,5000000932,AR5038B   ,"272,686        ",ndlxln-7916 e7.9 HGVK 3.5- kOZHGRX ULFMW RM GZMP WFIRMT nZMFUZXGFIV LU iVNWVHRERI YZGXS zi4961                            ,wVERZGRLM                        ,xOLHVW - wLMV               ,nRMLI                ,2022.02.25         ,2022.05.19         ,2022.03.27                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
1031,Steriles         ,65828,10,13775,5000000026,AM8258B   ,"577,550        ",96/74/7979 @8463 7u890-mez-6-4.9? zNTVM zn1741z zOVIG gRVI 8                                                              ,nRX-hGVIROVHvn vCXFIHRLM         ,xOLHVW                      ,?                    ,2020.04.13         ,2020.04.15         ,2020.05.13                 ,"Jan 23, 2024","Dec 31, 9000",Y     ,I     ,"Jan 23, 2024, 5:54:57.642 AM ",1 ,,,,
